Node,Sending Delay,# sent,Receiving Delay,# received,Total delay
Node0,0.14720916748046875,20,0,0,1.7469415664672852
Node1,0.1407780647277832,20,0.14088106155395508,20,7.745494365692139
Node2,0.1883375644683838,20,0.043022871017456055,20,5.533462285995483
Node3,0.16571807861328125,20,0.3704698085784912,20,13.59057331085205
Node4,0.16477036476135254,20,0.16021442413330078,20,7.759669065475464
Node5,0.14429497718811035,20,0.03491544723510742,20,4.035194635391235
Node6,0.1984238624572754,20,0.051971435546875,20,6.110128402709961
Node7,0,0,0.04402041435241699,20,0.45766711235046387
