EPR sent,EPR recv,Cast Vote,Votes Sent,Votes recv,Recorded votes,# vote err,% vote err,transmission delay epr,transmission delay voting
1589386668.213364,1589386668.315726,0.0,1589386668.3229492,1589386668.417226,0.0,0,0.0,0.10236215591430664,0.09427690505981445
1589386668.76459,1589386668.866003,0.1,1589386668.877067,1589386668.9744692,0.1,0,0.0,0.10141301155090332,0.09740209579467773
1589386669.108404,1589386669.208524,0.1,1589386669.2196631,1589386669.3132539,0.1,0,0.0,0.10012006759643555,0.09359073638916016
1589386669.44827,1589386669.545988,0.0,1589386669.5533829,1589386669.652,0.0,0,0.0,0.0977180004119873,0.0986170768737793
1589386669.785312,1589386669.8820858,0.0,1589386669.8893461,1589386669.992376,0.0,0,0.0,0.09677386283874512,0.10302996635437012
1589386670.3378391,1589386670.433534,1.0,1589386670.4445922,1589386670.546109,1.0,0,0.0,0.09569478034973145,0.1015167236328125
1589386670.6764932,1589386670.770615,1.1,1589386670.785547,1589386670.883589,1.1,0,0.0,0.09412193298339844,0.09804201126098633
1589386671.02077,1589386671.117822,1.1,1589386671.131841,1589386671.225953,1.1,0,0.0,0.09705185890197754,0.09411215782165527
1589386671.362158,1589386671.463499,0.0,1589386671.470765,1589386671.572576,0.0,0,0.0,0.10134100914001465,0.10181093215942383
1589386671.914829,1589386672.0115619,0.1,1589386672.0228329,1589386672.11809,0.1,0,0.0,0.09673285484313965,0.09525704383850098
1589386672.254456,1589386672.3489668,0.0,1589386672.3558972,1589386672.3612108,0.0,0,0.0,0.09451079368591309,0.0053136348724365234
1589386672.577394,1589386672.6804018,1.0,1589386672.691797,1589386672.785356,1.0,0,0.0,0.10300779342651367,0.09355902671813965
1589386672.922231,1589386673.022309,1.1,1589386673.037007,1589386673.1279519,1.1,0,0.0,0.10007810592651367,0.09094476699829102
1589386673.475991,1589386673.572924,0.1,1589386673.584512,1589386673.682455,0.1,0,0.0,0.09693288803100586,0.09794306755065918
1589386673.814347,1589386673.9111428,0.1,1589386673.922412,1589386674.0193129,0.0,1,0.5,0.09679579734802246,0.09690093994140625
1589386674.1545758,1589386674.2534862,0.0,1589386674.2607071,1589386674.362925,0.0,0,0.0,0.09891033172607422,0.1022179126739502
1589386674.4945762,1589386674.590996,1.1,1589386674.605005,1589386674.702938,0.1,1,0.5,0.0964198112487793,0.09793305397033691
1589386675.048293,1589386675.143523,1.1,1589386675.1591911,1589386675.259118,1.1,0,0.0,0.0952298641204834,0.09992694854736328
1589386675.3852632,1589386675.484818,0.1,1589386675.496195,1589386675.589599,0.1,0,0.0,0.09955477714538574,0.09340381622314453
1589386675.748866,1589386675.844913,0.1,1589386675.852652,1589386675.853529,0.1,0,0.0,0.09604692459106445,0.0008769035339355469
1589386676.060699,1589386676.155935,0.0,1589386676.163287,1589386676.1648908,0.0,0,0.0,0.09523606300354004,0.001603841781616211
1589386676.6112,1589386676.707571,0.0,1589386676.714943,1589386676.7150369,0.0,0,0.0,0.09637093544006348,9.393692016601562e-05
1589386676.931697,1589386677.0305321,1.1,1589386677.045363,1589386677.1362638,0.1,1,0.5,0.09883522987365723,0.09090089797973633
1589386677.276026,1589386677.374354,0.0,1589386677.381707,1589386677.483119,0.1,1,0.5,0.0983278751373291,0.10141205787658691
1589386677.6148741,1589386677.704179,1.1,1589386677.719533,1589386677.719538,1.0,1,0.5,0.08930492401123047,5.0067901611328125e-06
1589386678.164481,1589386678.261322,1.1,1589386678.275732,1589386678.370031,1.1,0,0.0,0.09684109687805176,0.0942990779876709
1589386678.512083,1589386678.608852,0.0,1589386678.615938,1589386678.619095,0.0,0,0.0,0.09676885604858398,0.0031571388244628906
1589386678.836194,1589386678.935235,0.1,1589386678.9464478,1589386679.040583,0.1,0,0.0,0.09904098510742188,0.09413504600524902
1589386679.1768289,1589386679.2754948,0.0,1589386679.282416,1589386679.383541,0.0,0,0.0,0.09866595268249512,0.10112500190734863
1589386679.724926,1589386679.8215208,1.0,1589386679.832834,1589386679.929364,1.0,0,0.0,0.09659481048583984,0.09652996063232422
1589386680.0694761,1589386680.164802,1.1,1589386680.1800058,1589386680.272864,1.1,0,0.0,0.09532594680786133,0.09285831451416016
1589386680.411765,1589386680.517084,0.1,1589386680.5278661,1589386680.6199849,0.1,0,0.0,0.10531878471374512,0.09211874008178711
1589386680.75355,1589386680.855263,1.0,1589386680.8665888,1589386680.961442,1.0,0,0.0,0.10171294212341309,0.09485316276550293
1589386681.307888,1589386681.406941,0.0,1589386681.413698,1589386681.511261,0.0,0,0.0,0.09905290603637695,0.09756302833557129
1589386681.650368,1589386681.7503748,1.0,1589386681.760899,1589386681.854254,1.0,0,0.0,0.1000068187713623,0.09335494041442871
1589386682.029032,1589386682.1261828,1.0,1589386682.1373608,1589386682.23202,1.0,0,0.0,0.09715080261230469,0.09465909004211426
1589386682.368045,1589386682.46072,1.1,1589386682.476128,1589386682.576149,1.1,0,0.0,0.09267497062683105,0.1000208854675293
1589386682.9175029,1589386683.017647,1.1,1589386683.0328581,1589386683.124616,1.1,0,0.0,0.1001441478729248,0.09175777435302734
1589386683.259861,1589386683.365623,1.0,1589386683.377217,1589386683.466611,0.0,1,0.5,0.10576200485229492,0.08939385414123535
1589386683.609196,1589386683.710665,0.0,1589386683.7171571,1589386683.818385,0.1,1,0.5,0.10146903991699219,0.1012277603149414
1589386683.946208,1589386684.0434382,0.1,1589386684.055063,1589386684.153295,0.1,0,0.0,0.09723019599914551,0.09823203086853027
1589386684.497213,1589386684.597899,1.1,1589386684.6133602,1589386684.702634,0.1,1,0.5,0.10068607330322266,0.08927392959594727
1589386684.844919,1589386684.937919,1.1,1589386684.952776,1589386685.050446,1.1,0,0.0,0.09299993515014648,0.09767007827758789
1589386685.185468,1589386685.280916,1.1,1589386685.295174,1589386685.3898509,1.1,0,0.0,0.09544801712036133,0.09467697143554688
1589386685.525538,1589386685.626715,0.1,1589386685.638007,1589386685.733608,0.1,0,0.0,0.10117697715759277,0.09560108184814453
1589386686.081173,1589386686.1814861,0.0,1589386686.18864,1589386686.29014,0.0,0,0.0,0.10031318664550781,0.10149979591369629
1589386686.416173,1589386686.5172539,1.0,1589386686.5275562,1589386686.620702,1.0,0,0.0,0.10108089447021484,0.09314584732055664
1589386686.756746,1589386686.861569,1.0,1589386686.8733099,1589386686.965905,1.0,0,0.0,0.10482287406921387,0.09259510040283203
1589386687.1034062,1589386687.203257,1.1,1589386687.2187562,1589386687.314068,1.1,0,0.0,0.09985089302062988,0.09531188011169434
1589386687.662372,1589386687.758966,0.1,1589386687.7707388,1589386687.870337,0.1,0,0.0,0.09659385681152344,0.09959816932678223
1589386687.9997592,1589386688.1018848,0.0,1589386688.108414,1589386688.205068,0.0,0,0.0,0.10212564468383789,0.09665417671203613
1589386688.34423,1589386688.443201,0.1,1589386688.454755,1589386688.550915,0.1,0,0.0,0.09897112846374512,0.0961599349975586
1589386688.684033,1589386688.7849548,1.0,1589386688.791463,1589386688.895805,1.1,1,0.5,0.1009218692779541,0.10434198379516602
1589386689.230273,1589386689.3316119,1.0,1589386689.342109,1589386689.4365902,1.0,0,0.0,0.10133886337280273,0.09448122978210449
1589386689.578348,1589386689.672883,1.1,1589386689.688235,1589386689.789054,1.1,0,0.0,0.09453511238098145,0.10081887245178223
1589386689.916054,1589386690.012747,0.1,1589386690.023961,1589386690.119875,0.1,0,0.0,0.09669303894042969,0.09591388702392578
1589386690.258701,1589386690.351569,1.1,1589386690.366441,1589386690.465285,1.1,0,0.0,0.09286785125732422,0.09884405136108398
1589386690.816206,1589386690.91341,0.1,1589386690.924522,1589386691.023444,0.1,0,0.0,0.09720396995544434,0.0989220142364502
1589386691.163081,1589386691.2671008,0.0,1589386691.274015,1589386691.368154,0.0,0,0.0,0.1040198802947998,0.09413909912109375
1589386691.512307,1589386691.6120121,1.1,1589386691.626553,1589386691.7188458,1.1,0,0.0,0.09970521926879883,0.09229278564453125
1589386691.8568552,1589386691.857274,0.1,1589386691.864428,1589386691.961542,0.1,0,0.0,0.0004189014434814453,0.09711384773254395
1589386692.302732,1589386692.401234,1.1,1589386692.416262,1589386692.510368,1.1,0,0.0,0.09850192070007324,0.09410619735717773
1589386692.6483479,1589386692.751458,0.0,1589386692.758362,1589386692.855569,1.1,2,1.0,0.10311007499694824,0.09720683097839355
1589386692.99293,1589386693.084088,0.0,1589386693.091122,1589386693.095722,0.0,0,0.0,0.09115815162658691,0.004600048065185547
1589386693.305055,1589386693.405963,0.0,1589386693.41242,1589386693.512198,0.1,1,0.5,0.10090804100036621,0.0997779369354248
1589386888.1493728,1589386888.250762,0.1,1589386888.261649,1589386888.353502,0.1,0,0.0,0.10138916969299316,0.09185314178466797
1589386888.492445,1589386888.595396,1.1,1589386888.610804,1589386888.69613,1.1,0,0.0,0.1029510498046875,0.08532595634460449
1589386888.883074,1589386888.981382,1.1,1589386888.996486,1589386889.087206,1.0,1,0.5,0.09830784797668457,0.09071993827819824
1589386889.3788779,1589386889.481877,0.0,1589386889.5008168,1589386889.58291,0.0,0,0.0,0.10299921035766602,0.0820932388305664
1589386890.028755,1589386890.1289139,1.0,1589386890.136977,1589386890.237298,1.0,0,0.0,0.1001589298248291,0.10032105445861816
1589386890.413461,1589386890.512125,0.1,1589386890.523911,1589386890.625691,0.1,0,0.0,0.0986640453338623,0.10177993774414062
1589386890.752772,1589386890.848566,0.0,1589386890.854303,1589386890.85553,0.0,0,0.0,0.0957939624786377,0.0012271404266357422
1589386891.074869,1589386891.1745112,1.1,1589386891.1902761,1589386891.279618,1.1,0,0.0,0.09964227676391602,0.08934187889099121
1589386891.652821,1589386891.753524,0.1,1589386891.7652678,1589386891.8618839,0.1,0,0.0,0.10070300102233887,0.09661602973937988
1589386891.9883788,1589386892.092088,0.1,1589386892.103704,1589386892.196862,0.1,0,0.0,0.10370922088623047,0.09315800666809082
1589386892.341713,1589386892.438354,1.1,1589386892.454278,1589386892.546907,1.1,0,0.0,0.09664106369018555,0.09262895584106445
1589386892.712779,1589386892.807901,0.1,1589386892.819555,1589386892.819674,0.1,0,0.0,0.09512186050415039,0.00011897087097167969
1589386893.2843142,1589386893.385368,0.1,1589386893.397687,1589386893.494756,0.1,0,0.0,0.10105395317077637,0.09706902503967285
1589386893.661571,1589386893.662931,0.0,1589386893.666312,1589386893.767637,0.0,0,0.0,0.0013599395751953125,0.10132503509521484
1589386893.97984,1589386894.081275,1.1,1589386894.097353,1589386894.186172,0.1,1,0.5,0.10143494606018066,0.08881902694702148
1589386894.34891,1589386894.445641,1.1,1589386894.461596,1589386894.557277,1.1,0,0.0,0.09673094749450684,0.09568095207214355
1589386894.95946,1589386895.058902,0.0,1589386895.0661771,1589386895.166732,0.0,0,0.0,0.0994420051574707,0.1005549430847168
1589386895.375273,1589386895.456165,0.1,1589386895.463885,1589386895.4820778,0.0,1,0.5,0.08089208602905273,0.018192768096923828
1589386895.713502,1589386895.8129358,1.1,1589386895.8274791,1589386895.924191,1.1,0,0.0,0.09943389892578125,0.09671187400817871
1589386896.083627,1589386896.181741,0.0,1589386896.187988,1589386896.290431,1.1,2,1.0,0.098114013671875,0.10244297981262207
1589386896.695934,1589386896.794301,1.0,1589386896.805542,1589386896.899575,1.0,0,0.0,0.09836697578430176,0.09403300285339355
1589386897.068005,1589386897.160537,0.0,1589386897.167382,1589386897.1722162,0.0,0,0.0,0.09253191947937012,0.004834175109863281
1589386897.3886871,1589386897.489343,0.0,1589386897.497477,1589386897.5960581,0.0,0,0.0,0.10065579414367676,0.09858107566833496
1589386897.764927,1589386897.862968,1.0,1589386897.875597,1589386897.969558,1.0,0,0.0,0.09804105758666992,0.09396100044250488
1589386898.323201,1589386898.422674,1.1,1589386898.438368,1589386898.5314612,1.1,0,0.0,0.0994729995727539,0.0930931568145752
1589386898.670897,1589386898.768588,1.0,1589386898.7805781,1589386898.8796968,1.0,0,0.0,0.09769105911254883,0.09911870956420898
1589386899.018889,1589386899.114332,1.1,1589386899.128974,1589386899.223426,1.1,0,0.0,0.0954430103302002,0.0944521427154541
1589386899.3608131,1589386899.457809,1.1,1589386899.472954,1589386899.564227,1.0,1,0.5,0.09699583053588867,0.09127306938171387
1589386899.9392269,1589386900.03884,1.0,1589386900.0500212,1589386900.1453152,1.0,0,0.0,0.09961318969726562,0.09529399871826172
1589386900.329076,1589386900.333875,1.1,1589386900.347466,1589386900.436696,1.1,0,0.0,0.00479888916015625,0.08923006057739258
1589386900.59649,1589386900.6899562,1.1,1589386900.705159,1589386900.804559,1.1,0,0.0,0.09346628189086914,0.09940004348754883
1589386900.952992,1589386901.053684,0.1,1589386901.064121,1589386901.158643,0.1,0,0.0,0.1006920337677002,0.09452199935913086
1589386901.5165691,1589386901.617613,1.1,1589386901.632328,1589386901.722181,1.1,0,0.0,0.1010439395904541,0.08985304832458496
1589386902.092233,1589386902.192637,1.1,1589386902.207425,1589386902.297169,1.1,0,0.0,0.10040402412414551,0.08974385261535645
1589386902.437067,1589386902.540221,1.1,1589386902.554796,1589386902.644536,0.0,2,1.0,0.10315394401550293,0.08974003791809082
1589386903.007597,1589386903.109182,1.0,1589386903.120503,1589386903.2137291,1.1,1,0.5,0.10158491134643555,0.09322619438171387
1589386903.3519979,1589386903.454088,0.1,1589386903.4654799,1589386903.562918,0.0,1,0.5,0.10209012031555176,0.09743809700012207
1589386903.700581,1589386903.801981,1.1,1589386903.8170729,1589386903.912918,1.1,0,0.0,0.10139989852905273,0.09584522247314453
1589386904.063468,1589386904.166016,1.0,1589386904.177135,1589386904.271137,1.0,0,0.0,0.10254812240600586,0.09400200843811035
1589386904.6513438,1589386904.746815,1.0,1589386904.758296,1589386904.8560839,1.0,0,0.0,0.09547114372253418,0.09778785705566406
1589386904.987648,1589386905.0897,0.0,1589386905.0963242,1589386905.192957,0.0,0,0.0,0.10205197334289551,0.09663271903991699
1589386905.3398778,1589386905.439317,1.0,1589386905.4505181,1589386905.544692,1.0,0,0.0,0.09943914413452148,0.09417390823364258
1589386905.679206,1589386905.781516,1.1,1589386905.795786,1589386905.886324,1.1,0,0.0,0.1023101806640625,0.09053802490234375
1589386906.236817,1589386906.338402,1.0,1589386906.349757,1589386906.4479501,1.0,0,0.0,0.10158514976501465,0.09819316864013672
1589386906.5842519,1589386906.682703,0.0,1589386906.68963,1589386906.788707,0.0,0,0.0,0.09845113754272461,0.09907698631286621
1589386906.924045,1589386907.026811,0.1,1589386907.038121,1589386907.128047,0.1,0,0.0,0.10276579856872559,0.08992600440979004
1589386907.271914,1589386907.369706,0.1,1589386907.381888,1589386907.479519,1.0,2,1.0,0.09779191017150879,0.09763097763061523
1589386907.828044,1589386907.927805,0.0,1589386907.935246,1589386908.036177,0.0,0,0.0,0.0997610092163086,0.10093092918395996
1589386908.1952739,1589386908.2960289,0.0,1589386908.3022022,1589386908.400146,0.0,0,0.0,0.10075497627258301,0.09794378280639648
1589386908.550974,1589386908.648822,1.1,1589386908.66431,1589386908.756151,1.1,0,0.0,0.09784817695617676,0.09184098243713379
1589386908.898394,1589386908.996377,1.1,1589386909.010228,1589386909.1066282,1.0,1,0.5,0.09798288345336914,0.09640026092529297
1589386909.456338,1589386909.555068,0.1,1589386909.566734,1589386909.664315,1.0,2,1.0,0.09873008728027344,0.0975809097290039
1589386909.80242,1589386909.898224,0.1,1589386909.909361,1589386910.010591,0.1,0,0.0,0.09580421447753906,0.10123014450073242
1589386910.141814,1589386910.244971,0.1,1589386910.256598,1589386910.347594,0.1,0,0.0,0.10315704345703125,0.09099602699279785
1589386910.487493,1589386910.591109,0.1,1589386910.602174,1589386910.6954849,0.1,0,0.0,0.10361599922180176,0.09331083297729492
1589386911.054462,1589386911.154401,1.1,1589386911.1685052,1589386911.259257,0.0,2,1.0,0.09993910789489746,0.09075188636779785
1589386911.410471,1589386911.506363,1.0,1589386911.516599,1589386911.61488,0.1,2,1.0,0.09589195251464844,0.0982811450958252
1589386911.760635,1589386911.850823,1.0,1589386911.861792,1589386911.863155,1.0,0,0.0,0.09018802642822266,0.0013628005981445312
1589386912.102763,1589386912.19791,1.0,1589386912.2082508,1589386912.308801,1.0,0,0.0,0.09514713287353516,0.10055017471313477
1589386912.679106,1589386912.7752,0.1,1589386912.786228,1589386912.883025,0.1,0,0.0,0.09609389305114746,0.09679698944091797
1589386913.041286,1589386913.1338382,0.0,1589386913.140796,1589386913.145965,0.0,0,0.0,0.09255218505859375,0.0051691532135009766
1589386913.3802948,1589386913.477631,0.1,1589386913.4897559,1589386913.5879738,1.0,2,1.0,0.0973362922668457,0.09821796417236328
1589386913.730288,1589386913.828842,0.1,1589386913.839238,1589386913.934284,1.1,1,0.5,0.09855389595031738,0.0950460433959961
1589386914.2909498,1589386914.39243,0.1,1589386914.405717,1589386914.4966779,0.1,0,0.0,0.10148024559020996,0.09096097946166992
1589386914.6414971,1589386914.743624,0.0,1589386914.750744,1589386914.846307,0.0,0,0.0,0.1021268367767334,0.09556293487548828
1589386914.9977899,1589386915.0921311,0.1,1589386915.102591,1589386915.103601,0.0,1,0.5,0.09434127807617188,0.0010099411010742188
1589386915.318673,1589386915.421505,1.0,1589386915.4326131,1589386915.523755,1.1,1,0.5,0.10283207893371582,0.09114193916320801
1589386915.869316,1589386915.969842,0.0,1589386915.976789,1589386916.075478,0.1,1,0.5,0.1005258560180664,0.09868907928466797
1589386916.206557,1589386916.307903,0.0,1589386916.31336,1589386916.410898,0.1,1,0.5,0.10134601593017578,0.09753799438476562
1589386916.54397,1589386916.642208,0.1,1589386916.652389,1589386916.750775,1.0,2,1.0,0.09823799133300781,0.09838604927062988
1589386916.8821561,1589386916.983615,1.0,1589386916.993763,1589386917.091126,1.0,0,0.0,0.10145878791809082,0.09736299514770508
1589386917.4354072,1589386917.53365,0.0,1589386917.540419,1589386917.6398458,0.0,0,0.0,0.09824275970458984,0.0994267463684082
1589386917.7784488,1589386917.8794,0.1,1589386917.8904881,1589386917.984962,0.1,0,0.0,0.1009511947631836,0.09447383880615234
1589386918.131337,1589386918.2291892,1.0,1589386918.240461,1589386918.335528,1.0,0,0.0,0.09785223007202148,0.09506678581237793
1589386918.469138,1589386918.57094,0.0,1589386918.579044,1589386918.677849,0.0,0,0.0,0.10180211067199707,0.09880495071411133
1589386959.8805702,1589386959.978823,1.0,1589386959.990175,1589386960.089699,1.1,1,0.5,0.09825277328491211,0.09952402114868164
1589386960.221356,1589386960.32394,1.1,1589386960.339039,1589386960.429514,1.1,0,0.0,0.1025841236114502,0.09047484397888184
1589386960.568604,1589386960.664991,0.1,1589386960.676646,1589386960.77262,0.1,0,0.0,0.09638690948486328,0.09597396850585938
1589386960.908639,1589386961.011103,1.1,1589386961.0264242,1589386961.1167989,1.1,0,0.0,0.10246396064758301,0.09037470817565918
1589386961.465055,1589386961.565917,1.0,1589386961.576396,1589386961.669261,1.0,0,0.0,0.10086202621459961,0.092864990234375
1589386961.806686,1589386961.906003,0.1,1589386961.917554,1589386962.011174,0.1,0,0.0,0.09931707382202148,0.09362006187438965
1589386962.149937,1589386962.1501381,0.1,1589386962.157404,1589386962.25223,0.1,0,0.0,0.00020122528076171875,0.09482598304748535
1589386962.3785338,1589386962.477539,1.1,1589386962.4938262,1589386962.5854,1.1,0,0.0,0.09900522232055664,0.09157395362854004
1589386962.929745,1589386963.030299,1.1,1589386963.045383,1589386963.138113,1.1,0,0.0,0.10055398941040039,0.09273004531860352
1589386963.275489,1589386963.371794,0.1,1589386963.383102,1589386963.4834921,0.0,1,0.5,0.09630489349365234,0.10039019584655762
1589386963.613729,1589386963.709203,0.1,1589386963.7207758,1589386963.816782,0.1,0,0.0,0.0954740047454834,0.09600615501403809
1589386963.950429,1589386964.052937,0.1,1589386964.064802,1589386964.160308,0.1,0,0.0,0.1025080680847168,0.09550595283508301
1589386964.50449,1589386964.605014,1.1,1589386964.619998,1589386964.709595,0.1,1,0.5,0.1005241870880127,0.08959698677062988
1589386964.851997,1589386964.948878,0.1,1589386964.958081,1589386965.0601118,0.1,0,0.0,0.09688115119934082,0.10203075408935547
1589386965.2256021,1589386965.322094,1.1,1589386965.337926,1589386965.4491892,1.1,0,0.0,0.09649181365966797,0.11126327514648438
1589386965.725107,1589386965.82926,0.0,1589386965.834242,1589386965.9336839,0.0,0,0.0,0.10415315628051758,0.0994417667388916
1589386966.3478699,1589386966.444353,1.0,1589386966.45436,1589386966.553733,1.0,0,0.0,0.09648323059082031,0.09937310218811035
1589386966.684339,1589386966.779551,0.1,1589386966.792395,1589386966.8932412,0.0,1,0.5,0.09521198272705078,0.1008460521697998
1589386967.0254972,1589386967.120267,0.1,1589386967.132384,1589386967.22977,0.1,0,0.0,0.09476971626281738,0.09738588333129883
1589386967.3613389,1589386967.458504,0.1,1589386967.4702752,1589386967.571959,0.1,0,0.0,0.09716510772705078,0.1016838550567627
1589386967.911398,1589386968.007342,1.0,1589386968.0187619,1589386968.11848,1.0,0,0.0,0.09594416618347168,0.09971809387207031
1589386968.274455,1589386968.280674,0.1,1589386968.286914,1589386968.3788228,0.1,0,0.0,0.006218910217285156,0.09190869331359863
1589386968.5151591,1589386968.616509,0.0,1589386968.622964,1589386968.719635,0.0,0,0.0,0.1013498306274414,0.09667110443115234
1589386968.8570151,1589386968.958839,0.1,1589386968.969433,1589386969.065214,0.1,0,0.0,0.10182380676269531,0.09578084945678711
1589386969.418973,1589386969.517906,1.1,1589386969.532491,1589386969.623772,1.1,0,0.0,0.09893298149108887,0.09128093719482422
1589386969.763832,1589386969.864427,0.1,1589386969.875757,1589386969.969877,1.1,1,0.5,0.10059499740600586,0.09412002563476562
1589386970.1039329,1589386970.207278,1.1,1589386970.222741,1589386970.312682,1.1,0,0.0,0.10334515571594238,0.08994102478027344
1589386970.4547882,1589386970.550648,0.0,1589386970.558049,1589386970.661141,0.0,0,0.0,0.09585976600646973,0.10309195518493652
1589386971.000512,1589386971.100746,1.1,1589386971.1158102,1589386971.210547,1.1,0,0.0,0.1002340316772461,0.09473681449890137
1589386971.35842,1589386971.462997,1.0,1589386971.476306,1589386971.564938,1.0,0,0.0,0.10457706451416016,0.08863210678100586
1589386971.704341,1589386971.804665,0.1,1589386971.8159301,1589386971.909494,0.0,1,0.5,0.10032415390014648,0.09356379508972168
1589386972.0471869,1589386972.1462998,1.1,1589386972.161334,1589386972.255625,1.1,0,0.0,0.09911298751831055,0.09429097175598145
1589386972.660038,1589386972.669843,1.0,1589386972.676115,1589386972.764565,1.0,0,0.0,0.009804964065551758,0.08844995498657227
1589386972.897682,1589386972.99437,0.1,1589386973.005929,1589386973.106381,0.1,0,0.0,0.09668803215026855,0.10045194625854492
1589386973.243289,1589386973.3351932,1.0,1589386973.346266,1589386973.346621,1.0,0,0.0,0.0919041633605957,0.00035500526428222656
1589386973.560778,1589386973.661749,1.1,1589386973.6760151,1589386973.766695,1.1,0,0.0,0.10097098350524902,0.09067988395690918
1589386974.125664,1589386974.226306,0.0,1589386974.23279,1589386974.330351,0.1,1,0.5,0.10064196586608887,0.09756112098693848
1589386974.4642718,1589386974.566456,1.1,1589386974.5809422,1589386974.668886,0.0,2,1.0,0.10218429565429688,0.08794379234313965
1589386974.8097122,1589386974.811212,0.0,1589386974.8145301,1589386974.917127,0.0,0,0.0,0.0014998912811279297,0.10259675979614258
1589386975.028276,1589386975.1321568,1.0,1589386975.143747,1589386975.235296,1.0,0,0.0,0.1038808822631836,0.09154891967773438
1589386975.580925,1589386975.6766562,0.1,1589386975.6870568,1589386975.785674,0.1,0,0.0,0.09573125839233398,0.0986173152923584
1589386975.9959419,1589386976.095166,1.1,1589386976.110759,1589386976.2000582,1.1,0,0.0,0.09922409057617188,0.08929920196533203
1589386976.342069,1589386976.441521,0.1,1589386976.453156,1589386976.5504,0.1,0,0.0,0.09945201873779297,0.0972440242767334
1589386976.6919732,1589386976.788288,0.0,1589386976.795039,1589386976.900037,0.0,0,0.0,0.09631490707397461,0.10499811172485352
1589386977.2355578,1589386977.3372748,1.0,1589386977.3483589,1589386977.441039,1.0,0,0.0,0.10171699523925781,0.09268021583557129
1589386977.573859,1589386977.670107,1.0,1589386977.680894,1589386977.783193,1.0,0,0.0,0.09624791145324707,0.10229921340942383
1589386977.909942,1589386978.008032,1.1,1589386978.023073,1589386978.113445,1.1,0,0.0,0.09809017181396484,0.09037208557128906
1589386978.25399,1589386978.351731,0.0,1589386978.359275,1589386978.464609,0.0,0,0.0,0.09774112701416016,0.10533380508422852
1589386978.799374,1589386978.9011881,0.0,1589386978.908224,1589386979.004284,0.0,0,0.0,0.10181403160095215,0.09605979919433594
1589386979.136534,1589386979.237497,0.0,1589386979.243855,1589386979.3427851,0.0,0,0.0,0.10096311569213867,0.09893012046813965
1589386979.4694889,1589386979.5662148,1.1,1589386979.581635,1589386979.6738439,1.1,0,0.0,0.0967259407043457,0.0922088623046875
1589386979.810944,1589386979.909062,1.1,1589386979.924171,1589386980.015733,1.1,0,0.0,0.09811782836914062,0.09156203269958496
1589386980.3907368,1589386980.487745,0.0,1589386980.494981,1589386980.5991669,0.0,0,0.0,0.09700822830200195,0.10418581962585449
1589386980.725031,1589386980.830614,0.1,1589386980.8416939,1589386980.93199,0.0,1,0.5,0.10558319091796875,0.09029603004455566
1589386981.070484,1589386981.164809,0.0,1589386981.171885,1589386981.177278,0.0,0,0.0,0.09432506561279297,0.005393028259277344
1589386981.386627,1589386981.4850361,0.0,1589386981.492773,1589386981.5959392,0.1,1,0.5,0.09840917587280273,0.10316610336303711
1589386981.932352,1589386982.033578,1.0,1589386982.044693,1589386982.143223,1.0,0,0.0,0.1012258529663086,0.09853005409240723
1589386982.288617,1589386982.385304,0.0,1589386982.3927412,1589386982.493132,0.0,0,0.0,0.09668707847595215,0.10039091110229492
1589386982.6354492,1589386982.7322419,1.1,1589386982.7470562,1589386982.838866,1.1,0,0.0,0.09679269790649414,0.09180974960327148
1589386982.9728792,1589386983.074975,1.1,1589386983.090007,1589386983.1800761,1.1,0,0.0,0.1020958423614502,0.09006905555725098
1589386983.524771,1589386983.626626,1.1,1589386983.6415071,1589386983.728456,1.1,0,0.0,0.10185503959655762,0.08694887161254883
1589386983.877526,1589386983.972608,0.0,1589386983.978698,1589386983.982524,0.0,0,0.0,0.09508204460144043,0.0038259029388427734
1589386984.188776,1589386984.290465,1.1,1589386984.304715,1589386984.394163,1.1,0,0.0,0.10168910026550293,0.0894479751586914
1589386984.529356,1589386984.6304488,1.0,1589386984.64162,1589386984.736782,1.0,0,0.0,0.10109281539916992,0.09516215324401855
1589386985.091038,1589386985.191327,0.0,1589386985.198807,1589386985.299381,0.0,0,0.0,0.10028910636901855,0.10057401657104492
1589386985.427766,1589386985.526455,1.1,1589386985.541312,1589386985.634582,1.1,0,0.0,0.09868884086608887,0.09327006340026855
1589386985.77041,1589386985.868237,1.1,1589386985.882671,1589386985.978389,1.1,0,0.0,0.09782695770263672,0.0957179069519043
1589386986.113621,1589386986.2179031,0.1,1589386986.2276921,1589386986.319515,0.1,0,0.0,0.10428214073181152,0.09182286262512207
1589386986.6811829,1589386986.776492,1.0,1589386986.788446,1589386986.8887749,1.0,0,0.0,0.09530925750732422,0.10032892227172852
1589386987.0166001,1589386987.1136682,1.1,1589386987.1292071,1589386987.223872,1.1,0,0.0,0.09706807136535645,0.0946648120880127
1589386987.409367,1589386987.507169,1.0,1589386987.5186791,1589386987.6146119,1.0,0,0.0,0.09780192375183105,0.0959327220916748
1589386987.769461,1589386987.868852,1.0,1589386987.879498,1589386987.9767702,1.0,0,0.0,0.09939098358154297,0.09727215766906738
1589386988.33602,1589386988.4377222,1.0,1589386988.4494731,1589386988.543944,1.0,0,0.0,0.10170221328735352,0.09447073936462402
1589386988.689555,1589386988.786176,0.1,1589386988.797376,1589386988.8938172,0.1,0,0.0,0.09662103652954102,0.09644126892089844
